Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s3,2018-02-12T22:40:11,2018-02-12T22:40:11,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s4,2018-02-14T23:38:47,2018-02-14T23:38:47,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s5,2018-02-15T16:40:47,2018-02-15T16:40:47,"Alectoris chukar",Chukar,Unknown,Unknown,N,1,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s6,2018-02-17T15:37:23,2018-02-17T15:37:23,"Alectoris chukar",Chukar,Unknown,Unknown,N,1,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s7,2018-02-19T15:02:11,2018-02-19T15:02:11,"Vulpes vulpes","Red Fox",Adult,Unknown,N,1,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s8,2018-02-19T15:55:36,2018-02-19T15:55:36,"Alectoris chukar",Chukar,Unknown,Unknown,N,2,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Near Semi-Shifting 1_8",Researcher,d65564,d65564s9,2018-02-19T19:07:41,2018-02-19T19:07:41,"Canis aureus","Golden Jackal",Adult,Unknown,N,1,30.96453,34.39366,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Far Shifting 1_3",Researcher,d65568,d65568s1,2017-09-21T15:13:06,2017-09-21T15:13:06,"No Animal","No Animal",Unknown,Unknown,N,1,30.94659,34.41902,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Far Shifting 1_8",Researcher,d65573,d65573s1,2017-09-18T10:57:06,2017-09-18T10:57:06,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,30.94599,34.41637,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Far Shifting 1_8",Researcher,d65573,d65573s2,2017-09-21T03:05:23,2017-09-21T03:05:23,"Paraechinus aethiopicus","Desert Hedgehog",Unknown,Unknown,N,1,30.94599,34.41637,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Far Shifting 1_8",Researcher,d65573,d65573s3,2017-09-22T11:12:27,2017-09-22T11:12:27,"No Animal","No Animal",Unknown,Unknown,N,1,30.94599,34.41637,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Far Shifting 1_8",Researcher,d65573,d65573s4,2017-09-22T13:22:50,2017-09-22T13:22:50,"No Animal","No Animal",Unknown,Unknown,N,1,30.94599,34.41637,False
"HaMaarag Project",HaMaarag_West_Negev_Inner_Sands_T2,"HaMaarag_West_Negev_Inner_Sands_T2:Sand Dune","T2_Beer Milka Far Shifting 1_8",Researcher,d65573,d65573s5,2017-09-22T13:46:35,2017-09-22T13:46:35,"No Animal","No Animal",Unknown,Unknown,N,1,30.94599,34.41637,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s1,2017-06-21T16:06:19,2017-06-21T16:06:44,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s2,2017-06-21T16:07:51,2017-06-21T16:08:06,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s3,2017-06-21T17:41:25,2017-06-21T17:42:07,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s4,2017-06-21T17:43:09,2017-06-21T17:43:13,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s5,2017-06-22T14:34:16,2017-06-22T14:34:19,"No Animal","No Animal",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s6,2017-06-23T01:18:14,2017-06-23T01:18:17,"No Animal","No Animal",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s7,2017-06-25T00:04:18,2017-06-25T00:04:21,"No Animal","No Animal",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s8,2017-06-29T01:29:40,2017-06-29T01:29:43,"No Animal","No Animal",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Kisalon Far 1",Researcher,d65089,d65089s9,2017-07-02T18:02:42,2017-07-02T18:02:45,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.76837,35.04083,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s1,2018-10-29T11:58:39,2018-10-29T11:58:39,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s10,2018-11-07T09:28:03,2018-11-07T09:28:04,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s11,2018-11-07T10:39:41,2018-11-07T10:40:13,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s12,2018-11-08T10:06:52,2018-11-08T10:06:52,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s2,2018-10-30T05:36:24,2018-10-30T05:36:25,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s3,2018-10-31T10:25:30,2018-10-31T10:25:31,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s4,2018-11-01T23:24:25,2018-11-01T23:24:26,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s5,2018-11-04T10:23:30,2018-11-04T10:23:31,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s6,2018-11-05T09:04:04,2018-11-05T09:04:05,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s7,2018-11-05T16:56:33,2018-11-05T16:56:35,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s8,2018-11-06T06:46:23,2018-11-06T06:46:44,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,31.48218,34.92894,False
"HaMaarag Project",Hamaarag_Mediterranean-Desert_Transition_Zone_T2,"Hamaarag_Mediterranean-Desert_Transition_Zone_T2:Dry Shrub-steppe","T2_Mirsham Near 8",Researcher,d65294,d65294s9,2018-11-07T05:57:03,2018-11-07T05:57:21,"Canis aureus","Golden Jackal",Unknown,Unknown,N,2,31.48218,34.92894,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s1,2017-10-03T11:03:00,2017-10-03T11:03:08,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s10,2017-10-06T06:16:54,2017-10-06T06:17:03,"Gazella gazella","Mountain Gazelle",Unknown,Unknown,N,3,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s11,2017-10-06T18:34:04,2017-10-06T18:34:07,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s12,2017-10-07T22:10:29,2017-10-07T22:10:32,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s13,2017-10-08T04:24:17,2017-10-08T04:24:19,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s14,2017-10-08T06:28:57,2017-10-08T06:29:00,"Canis aureus","Golden Jackal",Adult,Unknown,N,2,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s15,2017-10-08T19:21:47,2017-10-08T19:21:50,"Unknown Canid","Unknown Canid",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s16,2017-10-08T21:40:27,2017-10-08T21:40:29,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s17,2017-10-09T08:28:59,2017-10-09T08:29:09,"Gazella gazella","Mountain Gazelle",Adult,Male,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s18,2017-10-09T21:28:50,2017-10-09T21:28:53,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,2,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s19,2017-10-09T21:38:07,2017-10-09T21:38:10,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s2,2017-10-03T11:06:05,2017-10-03T11:06:15,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s20,2017-10-10T00:51:23,2017-10-10T00:51:30,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s21,2017-10-10T02:12:16,2017-10-10T02:12:19,"Hystrix indica","Indian Crested Porcupine",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s22,2017-10-10T07:09:28,2017-10-10T07:09:31,"No Animal","No Animal",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s23,2017-10-10T20:39:13,2017-10-10T20:39:16,"Vulpes vulpes","Red Fox",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s24,2017-10-11T22:37:42,2017-10-11T22:37:44,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s25,2017-10-12T03:48:16,2017-10-12T03:48:19,"No Animal","No Animal",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s26,2017-10-13T00:08:14,2017-10-13T00:08:17,"Vulpes vulpes","Red Fox",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s27,2017-10-13T00:46:42,2017-10-13T00:47:06,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,2,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s28,2017-10-13T01:16:42,2017-10-13T01:16:44,"Canis aureus","Golden Jackal",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s29,2017-10-13T16:11:27,2017-10-13T16:11:48,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s3,2017-10-03T12:48:45,2017-10-03T12:48:48,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s4,2017-10-04T05:04:52,2017-10-04T05:04:59,"Hystrix indica","Indian Crested Porcupine",Unknown,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s5,2017-10-04T05:24:05,2017-10-04T05:24:52,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,2,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s6,2017-10-04T05:37:42,2017-10-04T05:37:50,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s7,2017-10-05T02:23:58,2017-10-05T02:24:01,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s8,2017-10-05T02:56:56,2017-10-05T02:56:58,"Hystrix indica","Indian Crested Porcupine",Adult,Unknown,N,1,31.66151,34.9883,False
"HaMaarag Project","Hamaarag_Mediterranean Maquis_Judea_T2","Hamaarag_Mediterranean Maquis_Judea_T2:Mediterranean Maquis","T2_Aderet Near 1",Researcher,d65098,d65098s9,2017-10-05T08:42:45,2017-10-05T08:42:48,"Gazella gazella","Mountain Gazelle",Adult,Unknown,N,2,31.66151,34.9883,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s1,2019-01-04T10:50:33,2019-01-04T10:50:33,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s10,2019-01-11T12:56:07,2019-01-11T12:56:07,"Unknown Bird","Unknown Bird",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s11,2019-01-11T20:08:11,2019-01-11T20:08:19,"Lepus capensis","Cape Hare",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s12,2019-01-11T20:24:05,2019-01-11T20:24:15,"Lepus capensis","Cape Hare",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s13,2019-01-12T06:25:09,2019-01-12T06:25:17,"Canis aureus","Golden Jackal",Adult,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s14,2019-01-13T01:27:58,2019-01-13T01:27:58,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s15,2019-01-13T18:03:39,2019-01-13T18:03:39,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s16,2019-01-14T00:36:29,2019-01-14T00:36:33,"Hyaena hyaena","Striped Hyaena",Adult,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s17,2019-01-14T14:43:54,2019-01-14T14:43:54,"No Animal","No Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s2,2019-01-05T01:02:16,2019-01-05T01:02:18,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s3,2019-01-05T18:47:06,2019-01-05T18:47:08,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s4,2019-01-05T22:04:59,2019-01-05T22:04:59,"Hystrix indica","Indian Crested Porcupine",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s5,2019-01-06T02:08:01,2019-01-06T02:08:01,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s6,2019-01-06T20:11:02,2019-01-06T20:11:02,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s7,2019-01-10T20:58:46,2019-01-10T20:58:46,"No Animal","No Animal",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s8,2019-01-10T21:58:59,2019-01-10T21:58:59,"Hystrix indica","Indian Crested Porcupine",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 1",Researcher,d65395,d65395s9,2019-01-11T03:22:46,2019-01-11T03:22:52,"Unknown Canid","Unknown Canid",Unknown,Unknown,N,1,31.02165,34.87205,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 6",Researcher,d65400,d65400s1,2019-01-04T11:20:22,2019-01-04T11:20:22,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,31.01902,34.87678,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 6",Researcher,d65400,d65400s2,2019-01-06T13:15:31,2019-01-06T13:15:31,"No Animal","No Animal",Unknown,Unknown,N,1,31.01902,34.87678,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 6",Researcher,d65400,d65400s3,2019-01-07T02:55:53,2019-01-07T02:55:54,"Canis aureus","Golden Jackal",Unknown,Unknown,N,1,31.01902,34.87678,False
"HaMaarag Project",Hamaarag_Negev_Highlands_T2,"Hamaarag_Negev_Highlands_T2:Highland Desert","T2_Bislach Near 6",Researcher,d65400,d65400s4,2019-01-07T14:06:33,2019-01-07T14:06:33,"No Animal","No Animal",Unknown,Unknown,N,1,31.01902,34.87678,False
