deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d65245","T2_Eitanim KKL Plantings 4","","","2017-10-01","2017-10-11","","","31.77823","35.10642","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","3","high","","20"
"d65247","T2_Eitanim KKL Plantings 6","","","2017-10-01","2017-10-01","","","31.77795","35.10544","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","3","high","","31"
"d65251","T2_Eshtaol KKL Plantings 1","","","2017-10-22","2017-11-01","","","31.78916","35.02036","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","10","high","","O5"
"d65268","T2_Aderet KKL Plantings 9","","","2017-08-21","2017-08-30","","","31.67610","34.98515","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","2","high","","27"
"d65267","T2_Aderet KKL Plantings 8","","","2017-08-22","2017-08-31","","","31.67663","34.98480","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","4","high","","25"
"d65260","T2_Aderet KKL Plantings 1","","","2016-01-01","2017-08-31","","","31.67884","34.98149","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","5","high","","34"
"d65261","T2_Aderet KKL Plantings 2","","","2017-08-21","2017-08-31","","","31.67851","34.98176","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","5","high","","12"
"d65266","T2_Aderet KKL Plantings 7","","","2017-08-21","2017-08-31","","","31.67654","34.98423","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","damaged ","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","10","high","","32"
"d65257","T2_Eshtaol KKL Plantings 7","","","2017-10-22","2017-10-23","","","31.78623","35.02186","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","10","high","","N15"
"d65259","T2_Eshtaol KKL Plantings 9","","","2017-10-22","2017-10-30","","","31.78680","35.02289","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","4","high","","N25"
"d65262","T2_Aderet KKL Plantings 3","","","2017-08-21","2017-08-28","","","31.67802","34.98250","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","2","high","","15"
"d65255","T2_Eshtaol KKL Plantings 5","","","2017-10-22","2017-10-31","","","31.78781","35.02158","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","Changed angle","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","8","high","","O23"
"d65264","T2_Aderet KKL Plantings 5","","","2017-08-21","2017-08-23","","","31.67725","34.98361","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","3","high","","14"
"d65252","T2_Eshtaol KKL Plantings 2","","","2017-10-22","2017-11-01","","","31.79007","35.02041","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","6","high","","N6"
"d65254","T2_Eshtaol KKL Plantings 4","","","2017-10-23","2017-10-23","","","31.78871","35.02111","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","4","high","","N24"
"d65253","T2_Eshtaol KKL Plantings 3","","","2017-10-21","2017-11-01","","","31.79071","35.01984","False","p239","HaMaarag Project","sp1719","HaMaarag_Planted_Conifer_Forests_Judea_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Judean Highlands","","5","high","","N12"
"d65134","T2_Nehusha Near 1","","","2017-09-07","2017-09-16","","","31.63589","34.95151","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","ca4 "
"d65136","T2_Nehusha Near 3","","","2017-09-05","2017-09-16","","","31.63579","34.95199","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","ca21"
"d65137","T2_Nehusha Near 4","","","2017-09-05","2017-09-16","","","31.63576","34.95236","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","ca29"
"d65138","T2_Nehusha Near 5","","","2017-09-16","2017-09-16","","","31.63618","34.95308","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","0.5","high","","ca1"
"d65147","T2_Nehusha Far 5","","","2017-09-05","2017-09-16","","","31.63690","34.94610","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca18"
"d65141","T2_Nehusha Near 8","","","2017-09-06","2017-09-16","","","31.63488","34.95403","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","ca 16"
"d65144","T2_Nehusha Far 2","","","2017-09-05","2017-09-16","","","31.63820","34.94520","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca6"
"d65143","T2_Nehusha Far 1","","","2017-09-05","2017-09-16","","","31.63880","34.94490","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca3"
"d65146","T2_Nehusha Far 4","","","2017-09-05","2017-09-16","","","31.63720","34.94574","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","my14"
"d65140","T2_Nehusha Near 7","","","2017-09-06","2017-09-16","","","31.63519","34.95385","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","10","high","","ca35"
"d65135","T2_Nehusha Near 2","","","2017-09-05","2017-09-16","","","31.63572","34.95073","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","my1"
"d65176","T2_Meron KKL Plantings 7","","","2016-12-22","2016-12-30","","","33.02040","35.16380","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","10"
"d65129","T2_Givat Yeshayahu Far 5","","","2017-08-24","2017-09-03","","","31.66175","34.95616","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","4","high","","my1"
"d65151","T2_Nehusha Far 9","","","2017-09-06","2017-09-16","","","31.63740","34.94770","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","My17"
"d65190","T2_Kabri KKL Plantings 3","","","2017-12-22","2017-12-22","","","33.02110","35.16640","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","8"
"d65191","T2_Kabri KKL Plantings 4","","","2017-12-22","2017-12-30","","","33.02096","35.16589","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","9","high","","28"
"d65104","T2_Aderet Near 7","","","2017-10-03","2017-10-13","","","31.66321","34.98969","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","4","high","","ca21"
"d65148","T2_Nehusha Far 6","","","2017-09-05","2017-09-16","","","31.63750","34.94620","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca25"
"d65111","T2_Aderet Far 5","","","2017-10-04","2017-10-13","","","31.66522","34.98054","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","7","high","","Ca5"
"d65184","T2_Zuriel KKL Plantings 6","","","2017-12-22","2018-01-02","","","33.01164","35.31351","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","15","high","","27"
"d65183","T2_Zuriel KKL Plantings 5","","","2017-12-24","2018-01-01","","","33.01129","35.31302","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","34"
"d65095","T2_Kisalon Far 7","","","2017-07-02","2017-07-02","","","31.76863","35.03796","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","my16"
"d65071","T2_Givat Yearim Far 1","","","2017-07-29","2017-08-09","","","31.77550","35.08980","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","ca05"
"d65106","T2_Aderet Near 9","","","2017-10-05","2017-10-13","","","31.66192","34.98879","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","9","high","","cam 6"
"d65092","T2_Kisalon Far 4","","","2017-06-22","2017-07-02","","","31.76825","35.03883","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","ca29"
"d65120","T2_Givat Yeshayahu Near 5","","","2017-08-24","2017-09-03","","","31.67171","34.95222","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","3","high","","my 17 "
"d65081","T2_Kisalon Near 2","","","2017-06-20","2017-06-20","","","31.77498","35.05180","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","ca4"
"d65097","T2_Kisalon Far 9","","","2017-06-23","2017-07-02","","","31.77443","35.05238","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","ca1"
"d65179","T2_Zuriel KKL Plantings 1","","","2017-12-22","2018-01-02","","","33.00929","35.31378","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","23"
"d65091","T2_Kisalon Far 3","","","2017-06-21","2017-07-02","","","31.76824","35.03913","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","ca5"
"d65122","T2_Givat Yeshayahu Near 7","","","2017-08-24","2017-09-03","","","31.67098","34.95361","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","4","high","","ca13"
"d65094","T2_Kisalon Far 6","","","2017-06-21","2017-06-21","","","31.76878","35.04085","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","9","high","","ca20"
"d65068","T2_Givat Yearim Near 7","","","2017-07-29","2017-08-09","","","31.78600","35.09650","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","some person changed the camera angle ):","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","ca25"
"d65150","T2_Nehusha Far 8","","","2017-09-06","2017-09-16","","","31.63750","34.94790","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca20"
"d65109","T2_Aderet Far 3","","","2017-10-04","2017-10-13","","","31.66616","34.98132","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","4","high","","Ca4"
"d65186","T2_Zuriel KKL Plantings 8","","","2017-12-22","2017-12-31","","","33.01233","35.31435","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","0.5","high","","35B"
"d65128","T2_Givat Yeshayahu Far 4","","","2017-08-24","2017-09-03","","","31.66130","34.95651","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","6","high","","ca35"
"d65127","T2_Givat Yeshayahu Far 3","","","2017-08-24","2017-09-03","","","31.66066","34.95694","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","12","high","","Ca4"
"d65149","T2_Nehusha Far 7","","","2017-09-05","2017-09-16","","","31.63762","34.94687","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","6","high","","Ca13"
"d65196","T2_Kabri KKL Plantings 9","","","2017-12-22","2017-12-28","","","33.01980","35.16370","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","29"
"d65107","T2_Aderet Far 1","","","2017-10-03","2017-10-04","","","31.66637","34.98303","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca1"
"d65181","T2_Zuriel KKL Plantings 3","","","2017-12-22","2018-01-02","","","33.01017","35.31313","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","30","high","","11"
"d65131","T2_Givat Yeshayahu Far 7","","","2017-08-24","2017-09-03","","","31.66229","34.95500","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","ca20"
"d65126","T2_Givat Yeshayahu Far 2","","","2017-08-24","2017-09-03","","","31.66083","34.95758","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","3","high","","ca18"
"d65108","T2_Aderet Far 2","","","2017-10-03","2017-10-13","","","31.66564","34.98074","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","6","high","","Ca35"
"d65112","T2_Aderet Far 6","","","2017-10-03","2017-10-13","","","31.66456","34.98057","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","
","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","3","high","","my 1"
"d65032","T2_Kerem Maharal Near 7","","","2017-08-17","2017-08-21","","","32.64498","34.99528","False","p239","HaMaarag Project","sp1712","Hamaarag_Mediterranean Maquis_Carmel_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Carmel","","5","high","","17"
"d65083","T2_Kisalon Near 4","","","2017-06-20","2017-07-02","","","31.77468","35.05252","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Unknown Failure","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","9","high","","my1"
"d65192","T2_Kabri KKL Plantings 5","","","2017-12-22","2018-01-02","","","33.02089","35.16521","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","1","high","","18"
"d65105","T2_Aderet Near 8","","","2017-10-03","2017-10-13","","","31.66270","34.98945","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","cam 13"
"d65187","T2_Zuriel KKL Plantings 9","","","2017-12-22","2018-01-02","","","33.01298","35.31506","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","33"
"d65080","T2_Kisalon Near 1","","","2017-06-20","2017-07-02","","","31.77494","35.05093","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","ca7"
"d65117","T2_Givat Yeshayahu Near 2","","","2017-08-24","2017-09-03","","","31.67232","34.95090","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","1","high","","my14"
"d65113","T2_Aderet Far 7","","","2017-10-03","2017-10-13","","","31.66417","34.98080","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","4","high","","Ca18"
"d65093","T2_Kisalon Far 5","","","2017-06-21","2017-06-29","","","31.76815","35.03820","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Far","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","2","high","","ca16"
"d65182","T2_Zuriel KKL Plantings 4","","","2017-12-22","2018-01-02","","","33.01078","35.31302","False","p239","HaMaarag Project","sp1718","Hamaarag_Planted_Conifer_Forests_Galilee_T2","","Conifer Plantation","KKL Plantings","Camera Functioning","","No Bait","","Trail, game","Planted Conifer Forest Galilee","","5","high","","35"
"d65067","T2_Givat Yearim Near 6","","","2017-07-29","2017-07-31","","","31.78624","35.09587","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Unknown Failure","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","Ca 07"
"d65066","T2_Givat Yearim Near 5","","","2017-07-29","2017-08-09","","","31.78660","35.09450","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","ca20"
"d65116","T2_Givat Yeshayahu Near 1","","","2017-08-24","2017-09-03","","","31.67254","34.95100","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","3","high","","ca25"
"d65070","T2_Givat Yearim Near 9","","","2017-07-29","2017-08-09","","","31.78670","35.09400","False","p239","HaMaarag Project","sp1714","Hamaarag_Mediterranean Maquis_Judea_T2","","Mediterranean Maquis","Near","Camera Functioning","","No Bait","","Trail, game","Mediterranean Maquis Judean Highlands","","5","high","","ca04"
"d65359","T2_Beit Yatir Near 1","","","2020-11-16","2020-11-16","","","31.35602","35.10696","False","p239","HaMaarag Project","sp1715","Hamaarag_Mediterranean-Desert_Transition_Zone_T2","","Dry Shrub-steppe","Near","Camera Functioning","","No Bait","","Trail, game","Desert Transition Zone","","6","high","","7"
"d65508","T2_Paran Near 6","","","2018-09-19","2018-09-19","","","30.38892","35.16037","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","3","high","","17"
"d65507","T2_Paran Near 5","","","2018-09-14","2018-09-20","","","30.38947","35.15990","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","8","high","","19"
"d65539","T2_Yotveta Near 1","","","2018-10-06","2018-10-24","","","29.88823","35.06266","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","10","high","","35"
"d65514","T2_Paran Far 3","","","2018-09-11","2018-09-21","","","30.35146","35.13963","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Far","Camera Functioning","","No Bait","","Trail, game","Arid South","","20","high","","33"
"d65541","T2_Yotveta Near 3","","","2018-10-06","2018-10-24","","","29.88694","35.06266","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","2","high","","34"
"d65509","T2_Paran Near 7","","","2018-09-15","2018-09-19","","","30.38892","35.16037","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","10","high","","14"
"d65542","T2_Yotveta Near 4","","","2018-10-06","2018-10-24","","","29.88762","35.06278","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","2","high","","36"
"d65540","T2_Yotveta Near 2","","","2018-10-06","2018-10-24","","","29.88792","35.06315","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","15","high","","31"
"d65544","T2_Yotveta Near 6","","","2018-10-06","2018-10-24","","","29.88809","35.06205","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","5","high","","38"
"d65543","T2_Yotveta Near 5","","","2018-10-06","2018-10-24","","","29.88873","35.06231","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","Changed angle 0121","No Bait","","Trail, game","Arid South","","10","high","","33"
"d65547","T2_Yotveta Near 9","","","2018-10-06","2018-10-24","","","29.88654","35.06117","False","p239","HaMaarag Project","sp1711","Hamaarag_Arid_Desert_T2","","Hyper Arid Desert","Near","Camera Functioning","","No Bait","","Trail, game","Arid South","","6","high","","39"
